generated_scenario;speed (km/s);composition;distance (km);weight (g);angle (degrees)
7723;51;ICE_STONE;100000000;40001;31
7724;51;ICE_STONE;100000000;40001;45
7725;51;ICE_STONE;100000000;40001;60
7726;51;ICE_STONE;100000000;50000;31
7727;51;ICE_STONE;100000000;50000;45
7728;51;ICE_STONE;100000000;50000;60
7729;51;ICE_STONE;100000000;60000;31
7730;51;ICE_STONE;100000000;60000;45
7731;51;ICE_STONE;100000000;60000;60
7732;51;ICE_STONE;200000000;40001;31
7733;51;ICE_STONE;200000000;40001;45
7734;51;ICE_STONE;200000000;40001;60
7735;51;ICE_STONE;200000000;50000;31
7736;51;ICE_STONE;200000000;50000;45
7737;51;ICE_STONE;200000000;50000;60
7738;51;ICE_STONE;200000000;60000;31
7739;51;ICE_STONE;200000000;60000;45
7740;51;ICE_STONE;200000000;60000;60
7741;51;ICE_STONE;300000000;40001;31
7742;51;ICE_STONE;300000000;40001;45
7743;51;ICE_STONE;300000000;40001;60
7744;51;ICE_STONE;300000000;50000;31
7745;51;ICE_STONE;300000000;50000;45
7746;51;ICE_STONE;300000000;50000;60
7747;51;ICE_STONE;300000000;60000;31
7748;51;ICE_STONE;300000000;60000;45
7749;51;ICE_STONE;300000000;60000;60
7750;51;ICE_STONE;100000000;40001;61
7751;51;ICE_STONE;100000000;40001;75
7752;51;ICE_STONE;100000000;40001;90
7753;51;ICE_STONE;100000000;50000;61
7754;51;ICE_STONE;100000000;50000;75
7755;51;ICE_STONE;100000000;50000;90
7756;51;ICE_STONE;100000000;60000;61
7757;51;ICE_STONE;100000000;60000;75
7758;51;ICE_STONE;100000000;60000;90
7759;51;ICE_STONE;200000000;40001;61
7760;51;ICE_STONE;200000000;40001;75
7761;51;ICE_STONE;200000000;40001;90
7762;51;ICE_STONE;200000000;50000;61
7763;51;ICE_STONE;200000000;50000;75
7764;51;ICE_STONE;200000000;50000;90
7765;51;ICE_STONE;200000000;60000;61
7766;51;ICE_STONE;200000000;60000;75
7767;51;ICE_STONE;200000000;60000;90
7768;51;ICE_STONE;300000000;40001;61
7769;51;ICE_STONE;300000000;40001;75
7770;51;ICE_STONE;300000000;40001;90
7771;51;ICE_STONE;300000000;50000;61
7772;51;ICE_STONE;300000000;50000;75
7773;51;ICE_STONE;300000000;50000;90
7774;51;ICE_STONE;300000000;60000;61
7775;51;ICE_STONE;300000000;60000;75
7776;51;ICE_STONE;300000000;60000;90
7777;51;STONE;20;1;1
7778;51;STONE;20;1;15
7779;51;STONE;20;1;30
7780;51;STONE;20;10000;1
7781;51;STONE;20;10000;15
7782;51;STONE;20;10000;30
7783;51;STONE;20;20000;1
7784;51;STONE;20;20000;15
7785;51;STONE;20;20000;30
7786;51;STONE;510;1;1
7787;51;STONE;510;1;15
7788;51;STONE;510;1;30
7789;51;STONE;510;10000;1
7790;51;STONE;510;10000;15
7791;51;STONE;510;10000;30
7792;51;STONE;510;20000;1
7793;51;STONE;510;20000;15
7794;51;STONE;510;20000;30
7795;51;STONE;1000;1;1
7796;51;STONE;1000;1;15
7797;51;STONE;1000;1;30
7798;51;STONE;1000;10000;1
7799;51;STONE;1000;10000;15
7800;51;STONE;1000;10000;30
7801;51;STONE;1000;20000;1
7802;51;STONE;1000;20000;15
7803;51;STONE;1000;20000;30
7804;51;STONE;20;1;31
7805;51;STONE;20;1;45
7806;51;STONE;20;1;60
7807;51;STONE;20;10000;31
7808;51;STONE;20;10000;45
7809;51;STONE;20;10000;60
7810;51;STONE;20;20000;31
7811;51;STONE;20;20000;45
7812;51;STONE;20;20000;60
7813;51;STONE;510;1;31
7814;51;STONE;510;1;45
7815;51;STONE;510;1;60
7816;51;STONE;510;10000;31
7817;51;STONE;510;10000;45
7818;51;STONE;510;10000;60
7819;51;STONE;510;20000;31
7820;51;STONE;510;20000;45
7821;51;STONE;510;20000;60
7822;51;STONE;1000;1;31
7823;51;STONE;1000;1;45
7824;51;STONE;1000;1;60
7825;51;STONE;1000;10000;31
7826;51;STONE;1000;10000;45
7827;51;STONE;1000;10000;60
7828;51;STONE;1000;20000;31
7829;51;STONE;1000;20000;45
7830;51;STONE;1000;20000;60
7831;51;STONE;20;1;61
7832;51;STONE;20;1;75
7833;51;STONE;20;1;90
7834;51;STONE;20;10000;61
7835;51;STONE;20;10000;75
7836;51;STONE;20;10000;90
7837;51;STONE;20;20000;61
7838;51;STONE;20;20000;75
7839;51;STONE;20;20000;90
7840;51;STONE;510;1;61
7841;51;STONE;510;1;75
7842;51;STONE;510;1;90
7843;51;STONE;510;10000;61
7844;51;STONE;510;10000;75
7845;51;STONE;510;10000;90
7846;51;STONE;510;20000;61
7847;51;STONE;510;20000;75
7848;51;STONE;510;20000;90
7849;51;STONE;1000;1;61
7850;51;STONE;1000;1;75
7851;51;STONE;1000;1;90
7852;51;STONE;1000;10000;61
7853;51;STONE;1000;10000;75
7854;51;STONE;1000;10000;90
7855;51;STONE;1000;20000;61
7856;51;STONE;1000;20000;75
7857;51;STONE;1000;20000;90
7858;51;STONE;20;20001;1
7859;51;STONE;20;20001;15
7860;51;STONE;20;20001;30
7861;51;STONE;20;30000;1
7862;51;STONE;20;30000;15
7863;51;STONE;20;30000;30
7864;51;STONE;20;40000;1
7865;51;STONE;20;40000;15
7866;51;STONE;20;40000;30
7867;51;STONE;510;20001;1
7868;51;STONE;510;20001;15
7869;51;STONE;510;20001;30
7870;51;STONE;510;30000;1
7871;51;STONE;510;30000;15
7872;51;STONE;510;30000;30
7873;51;STONE;510;40000;1
7874;51;STONE;510;40000;15
7875;51;STONE;510;40000;30
7876;51;STONE;1000;20001;1
7877;51;STONE;1000;20001;15
7878;51;STONE;1000;20001;30
7879;51;STONE;1000;30000;1
7880;51;STONE;1000;30000;15
7881;51;STONE;1000;30000;30
7882;51;STONE;1000;40000;1
7883;51;STONE;1000;40000;15
7884;51;STONE;1000;40000;30
7885;51;STONE;20;20001;31
7886;51;STONE;20;20001;45
7887;51;STONE;20;20001;60
7888;51;STONE;20;30000;31
7889;51;STONE;20;30000;45
7890;51;STONE;20;30000;60
7891;51;STONE;20;40000;31
7892;51;STONE;20;40000;45
7893;51;STONE;20;40000;60
7894;51;STONE;510;20001;31
7895;51;STONE;510;20001;45
7896;51;STONE;510;20001;60
7897;51;STONE;510;30000;31
7898;51;STONE;510;30000;45
7899;51;STONE;510;30000;60
7900;51;STONE;510;40000;31
7901;51;STONE;510;40000;45
7902;51;STONE;510;40000;60
7903;51;STONE;1000;20001;31
7904;51;STONE;1000;20001;45
7905;51;STONE;1000;20001;60
7906;51;STONE;1000;30000;31
7907;51;STONE;1000;30000;45
7908;51;STONE;1000;30000;60
7909;51;STONE;1000;40000;31
7910;51;STONE;1000;40000;45
7911;51;STONE;1000;40000;60
7912;51;STONE;20;20001;61
7913;51;STONE;20;20001;75
7914;51;STONE;20;20001;90
7915;51;STONE;20;30000;61
7916;51;STONE;20;30000;75
7917;51;STONE;20;30000;90
7918;51;STONE;20;40000;61
7919;51;STONE;20;40000;75
7920;51;STONE;20;40000;90
7921;51;STONE;510;20001;61
7922;51;STONE;510;20001;75
7923;51;STONE;510;20001;90
7924;51;STONE;510;30000;61
7925;51;STONE;510;30000;75
7926;51;STONE;510;30000;90
7927;51;STONE;510;40000;61
7928;51;STONE;510;40000;75
7929;51;STONE;510;40000;90
7930;51;STONE;1000;20001;61
7931;51;STONE;1000;20001;75
7932;51;STONE;1000;20001;90
7933;51;STONE;1000;30000;61
7934;51;STONE;1000;30000;75
7935;51;STONE;1000;30000;90
7936;51;STONE;1000;40000;61
7937;51;STONE;1000;40000;75
7938;51;STONE;1000;40000;90
7939;51;STONE;20;40001;1
7940;51;STONE;20;40001;15
7941;51;STONE;20;40001;30
7942;51;STONE;20;50000;1
7943;51;STONE;20;50000;15
7944;51;STONE;20;50000;30
7945;51;STONE;20;60000;1
7946;51;STONE;20;60000;15
7947;51;STONE;20;60000;30
7948;51;STONE;510;40001;1
7949;51;STONE;510;40001;15
7950;51;STONE;510;40001;30
7951;51;STONE;510;50000;1
7952;51;STONE;510;50000;15
7953;51;STONE;510;50000;30
7954;51;STONE;510;60000;1
7955;51;STONE;510;60000;15
7956;51;STONE;510;60000;30
7957;51;STONE;1000;40001;1
7958;51;STONE;1000;40001;15
7959;51;STONE;1000;40001;30
7960;51;STONE;1000;50000;1
7961;51;STONE;1000;50000;15
7962;51;STONE;1000;50000;30
7963;51;STONE;1000;60000;1
7964;51;STONE;1000;60000;15
7965;51;STONE;1000;60000;30
7966;51;STONE;20;40001;31
7967;51;STONE;20;40001;45
7968;51;STONE;20;40001;60
7969;51;STONE;20;50000;31
7970;51;STONE;20;50000;45
7971;51;STONE;20;50000;60
7972;51;STONE;20;60000;31
7973;51;STONE;20;60000;45
7974;51;STONE;20;60000;60
7975;51;STONE;510;40001;31
7976;51;STONE;510;40001;45
7977;51;STONE;510;40001;60
7978;51;STONE;510;50000;31
7979;51;STONE;510;50000;45
7980;51;STONE;510;50000;60
7981;51;STONE;510;60000;31
7982;51;STONE;510;60000;45
7983;51;STONE;510;60000;60
7984;51;STONE;1000;40001;31
7985;51;STONE;1000;40001;45
7986;51;STONE;1000;40001;60
7987;51;STONE;1000;50000;31
7988;51;STONE;1000;50000;45
7989;51;STONE;1000;50000;60
7990;51;STONE;1000;60000;31
7991;51;STONE;1000;60000;45
7992;51;STONE;1000;60000;60
7993;51;STONE;20;40001;61
7994;51;STONE;20;40001;75
7995;51;STONE;20;40001;90
7996;51;STONE;20;50000;61
7997;51;STONE;20;50000;75
7998;51;STONE;20;50000;90
7999;51;STONE;20;60000;61
8000;51;STONE;20;60000;75
8001;51;STONE;20;60000;90
8002;51;STONE;510;40001;61
8003;51;STONE;510;40001;75
8004;51;STONE;510;40001;90
8005;51;STONE;510;50000;61
8006;51;STONE;510;50000;75
8007;51;STONE;510;50000;90
8008;51;STONE;510;60000;61
8009;51;STONE;510;60000;75
8010;51;STONE;510;60000;90
8011;51;STONE;1000;40001;61
8012;51;STONE;1000;40001;75
8013;51;STONE;1000;40001;90
8014;51;STONE;1000;50000;61
8015;51;STONE;1000;50000;75
8016;51;STONE;1000;50000;90
8017;51;STONE;1000;60000;61
8018;51;STONE;1000;60000;75
8019;51;STONE;1000;60000;90
8020;51;STONE;1001;1;1
8021;51;STONE;1001;1;15
8022;51;STONE;1001;1;30
8023;51;STONE;1001;10000;1
8024;51;STONE;1001;10000;15
8025;51;STONE;1001;10000;30
8026;51;STONE;1001;20000;1
8027;51;STONE;1001;20000;15
8028;51;STONE;1001;20000;30
8029;51;STONE;2500;1;1
8030;51;STONE;2500;1;15
8031;51;STONE;2500;1;30
8032;51;STONE;2500;10000;1
8033;51;STONE;2500;10000;15
8034;51;STONE;2500;10000;30
8035;51;STONE;2500;20000;1
8036;51;STONE;2500;20000;15
8037;51;STONE;2500;20000;30
8038;51;STONE;4000;1;1
8039;51;STONE;4000;1;15
8040;51;STONE;4000;1;30
8041;51;STONE;4000;10000;1
8042;51;STONE;4000;10000;15
8043;51;STONE;4000;10000;30
8044;51;STONE;4000;20000;1
8045;51;STONE;4000;20000;15
8046;51;STONE;4000;20000;30
8047;51;STONE;1001;1;31
8048;51;STONE;1001;1;45
8049;51;STONE;1001;1;60
8050;51;STONE;1001;10000;31
8051;51;STONE;1001;10000;45
8052;51;STONE;1001;10000;60
8053;51;STONE;1001;20000;31
8054;51;STONE;1001;20000;45
8055;51;STONE;1001;20000;60
8056;51;STONE;2500;1;31
8057;51;STONE;2500;1;45
8058;51;STONE;2500;1;60
8059;51;STONE;2500;10000;31
8060;51;STONE;2500;10000;45
8061;51;STONE;2500;10000;60
8062;51;STONE;2500;20000;31
8063;51;STONE;2500;20000;45
8064;51;STONE;2500;20000;60
8065;51;STONE;4000;1;31
8066;51;STONE;4000;1;45
8067;51;STONE;4000;1;60
8068;51;STONE;4000;10000;31
8069;51;STONE;4000;10000;45
8070;51;STONE;4000;10000;60
8071;51;STONE;4000;20000;31
8072;51;STONE;4000;20000;45
8073;51;STONE;4000;20000;60
8074;51;STONE;1001;1;61
8075;51;STONE;1001;1;75
8076;51;STONE;1001;1;90
8077;51;STONE;1001;10000;61
8078;51;STONE;1001;10000;75
8079;51;STONE;1001;10000;90
8080;51;STONE;1001;20000;61
8081;51;STONE;1001;20000;75
8082;51;STONE;1001;20000;90
8083;51;STONE;2500;1;61
8084;51;STONE;2500;1;75
8085;51;STONE;2500;1;90
8086;51;STONE;2500;10000;61
8087;51;STONE;2500;10000;75
8088;51;STONE;2500;10000;90
8089;51;STONE;2500;20000;61
8090;51;STONE;2500;20000;75
8091;51;STONE;2500;20000;90
8092;51;STONE;4000;1;61
8093;51;STONE;4000;1;75
8094;51;STONE;4000;1;90
8095;51;STONE;4000;10000;61
8096;51;STONE;4000;10000;75
8097;51;STONE;4000;10000;90
8098;51;STONE;4000;20000;61
8099;51;STONE;4000;20000;75
8100;51;STONE;4000;20000;90
8101;51;STONE;1001;20001;1
8102;51;STONE;1001;20001;15
8103;51;STONE;1001;20001;30
8104;51;STONE;1001;30000;1
8105;51;STONE;1001;30000;15
8106;51;STONE;1001;30000;30
8107;51;STONE;1001;40000;1
8108;51;STONE;1001;40000;15
8109;51;STONE;1001;40000;30
8110;51;STONE;2500;20001;1
8111;51;STONE;2500;20001;15
8112;51;STONE;2500;20001;30
8113;51;STONE;2500;30000;1
8114;51;STONE;2500;30000;15
8115;51;STONE;2500;30000;30
8116;51;STONE;2500;40000;1
8117;51;STONE;2500;40000;15
8118;51;STONE;2500;40000;30
8119;51;STONE;4000;20001;1
8120;51;STONE;4000;20001;15
8121;51;STONE;4000;20001;30
8122;51;STONE;4000;30000;1
8123;51;STONE;4000;30000;15
8124;51;STONE;4000;30000;30
8125;51;STONE;4000;40000;1
8126;51;STONE;4000;40000;15
8127;51;STONE;4000;40000;30
8128;51;STONE;1001;20001;31
8129;51;STONE;1001;20001;45
8130;51;STONE;1001;20001;60
8131;51;STONE;1001;30000;31
8132;51;STONE;1001;30000;45
8133;51;STONE;1001;30000;60
8134;51;STONE;1001;40000;31
8135;51;STONE;1001;40000;45
8136;51;STONE;1001;40000;60
8137;51;STONE;2500;20001;31
8138;51;STONE;2500;20001;45
8139;51;STONE;2500;20001;60
8140;51;STONE;2500;30000;31
8141;51;STONE;2500;30000;45
8142;51;STONE;2500;30000;60
8143;51;STONE;2500;40000;31
8144;51;STONE;2500;40000;45
8145;51;STONE;2500;40000;60
8146;51;STONE;4000;20001;31
8147;51;STONE;4000;20001;45
8148;51;STONE;4000;20001;60
8149;51;STONE;4000;30000;31
8150;51;STONE;4000;30000;45
8151;51;STONE;4000;30000;60
8152;51;STONE;4000;40000;31
8153;51;STONE;4000;40000;45
8154;51;STONE;4000;40000;60
8155;51;STONE;1001;20001;61
8156;51;STONE;1001;20001;75
8157;51;STONE;1001;20001;90
8158;51;STONE;1001;30000;61
8159;51;STONE;1001;30000;75
8160;51;STONE;1001;30000;90
8161;51;STONE;1001;40000;61
8162;51;STONE;1001;40000;75
8163;51;STONE;1001;40000;90
8164;51;STONE;2500;20001;61
8165;51;STONE;2500;20001;75
8166;51;STONE;2500;20001;90
8167;51;STONE;2500;30000;61
8168;51;STONE;2500;30000;75
8169;51;STONE;2500;30000;90
8170;51;STONE;2500;40000;61
8171;51;STONE;2500;40000;75
8172;51;STONE;2500;40000;90
8173;51;STONE;4000;20001;61
8174;51;STONE;4000;20001;75
8175;51;STONE;4000;20001;90
8176;51;STONE;4000;30000;61
8177;51;STONE;4000;30000;75
8178;51;STONE;4000;30000;90
8179;51;STONE;4000;40000;61
8180;51;STONE;4000;40000;75
8181;51;STONE;4000;40000;90
8182;51;STONE;1001;40001;1
8183;51;STONE;1001;40001;15
8184;51;STONE;1001;40001;30
8185;51;STONE;1001;50000;1
8186;51;STONE;1001;50000;15
8187;51;STONE;1001;50000;30
8188;51;STONE;1001;60000;1
8189;51;STONE;1001;60000;15
8190;51;STONE;1001;60000;30
8191;51;STONE;2500;40001;1
8192;51;STONE;2500;40001;15
8193;51;STONE;2500;40001;30
8194;51;STONE;2500;50000;1
8195;51;STONE;2500;50000;15
8196;51;STONE;2500;50000;30
8197;51;STONE;2500;60000;1
8198;51;STONE;2500;60000;15
8199;51;STONE;2500;60000;30
8200;51;STONE;4000;40001;1
8201;51;STONE;4000;40001;15
8202;51;STONE;4000;40001;30
8203;51;STONE;4000;50000;1
8204;51;STONE;4000;50000;15
8205;51;STONE;4000;50000;30
8206;51;STONE;4000;60000;1
8207;51;STONE;4000;60000;15
8208;51;STONE;4000;60000;30
8209;51;STONE;1001;40001;31
8210;51;STONE;1001;40001;45
8211;51;STONE;1001;40001;60
8212;51;STONE;1001;50000;31
8213;51;STONE;1001;50000;45
8214;51;STONE;1001;50000;60
8215;51;STONE;1001;60000;31
8216;51;STONE;1001;60000;45
8217;51;STONE;1001;60000;60
8218;51;STONE;2500;40001;31
8219;51;STONE;2500;40001;45
8220;51;STONE;2500;40001;60
8221;51;STONE;2500;50000;31
8222;51;STONE;2500;50000;45
8223;51;STONE;2500;50000;60
8224;51;STONE;2500;60000;31
8225;51;STONE;2500;60000;45
8226;51;STONE;2500;60000;60
8227;51;STONE;4000;40001;31
8228;51;STONE;4000;40001;45
8229;51;STONE;4000;40001;60
8230;51;STONE;4000;50000;31
8231;51;STONE;4000;50000;45
8232;51;STONE;4000;50000;60
8233;51;STONE;4000;60000;31
8234;51;STONE;4000;60000;45
8235;51;STONE;4000;60000;60
8236;51;STONE;1001;40001;61
8237;51;STONE;1001;40001;75
8238;51;STONE;1001;40001;90
8239;51;STONE;1001;50000;61
8240;51;STONE;1001;50000;75
8241;51;STONE;1001;50000;90
8242;51;STONE;1001;60000;61
8243;51;STONE;1001;60000;75
8244;51;STONE;1001;60000;90
8245;51;STONE;2500;40001;61
8246;51;STONE;2500;40001;75
8247;51;STONE;2500;40001;90
8248;51;STONE;2500;50000;61
8249;51;STONE;2500;50000;75
8250;51;STONE;2500;50000;90
8251;51;STONE;2500;60000;61
8252;51;STONE;2500;60000;75
8253;51;STONE;2500;60000;90
8254;51;STONE;4000;40001;61
8255;51;STONE;4000;40001;75
8256;51;STONE;4000;40001;90
8257;51;STONE;4000;50000;61
8258;51;STONE;4000;50000;75
8259;51;STONE;4000;50000;90
8260;51;STONE;4000;60000;61
8261;51;STONE;4000;60000;75
8262;51;STONE;4000;60000;90
8263;51;STONE;100000000;20001;1
8264;51;STONE;100000000;20001;15
8265;51;STONE;100000000;20001;30
8266;51;STONE;100000000;30000;1
8267;51;STONE;100000000;30000;15
8268;51;STONE;100000000;30000;30
8269;51;STONE;100000000;40000;1
8270;51;STONE;100000000;40000;15
8271;51;STONE;100000000;40000;30
8272;51;STONE;200000000;20001;1
8273;51;STONE;200000000;20001;15
8274;51;STONE;200000000;20001;30
8275;51;STONE;200000000;30000;1
8276;51;STONE;200000000;30000;15
8277;51;STONE;200000000;30000;30
8278;51;STONE;200000000;40000;1
8279;51;STONE;200000000;40000;15
8280;51;STONE;200000000;40000;30
8281;51;STONE;300000000;20001;1
8282;51;STONE;300000000;20001;15
8283;51;STONE;300000000;20001;30
8284;51;STONE;300000000;30000;1
8285;51;STONE;300000000;30000;15
8286;51;STONE;300000000;30000;30
8287;51;STONE;300000000;40000;1
8288;51;STONE;300000000;40000;15
8289;51;STONE;300000000;40000;30
8290;51;STONE;100000000;20001;31
8291;51;STONE;100000000;20001;45
8292;51;STONE;100000000;20001;60
8293;51;STONE;100000000;30000;31
8294;51;STONE;100000000;30000;45
8295;51;STONE;100000000;30000;60
8296;51;STONE;100000000;40000;31
8297;51;STONE;100000000;40000;45
8298;51;STONE;100000000;40000;60
8299;51;STONE;200000000;20001;31
8300;51;STONE;200000000;20001;45
8301;51;STONE;200000000;20001;60
8302;51;STONE;200000000;30000;31
8303;51;STONE;200000000;30000;45
8304;51;STONE;200000000;30000;60
8305;51;STONE;200000000;40000;31
8306;51;STONE;200000000;40000;45
8307;51;STONE;200000000;40000;60
8308;51;STONE;300000000;20001;31
8309;51;STONE;300000000;20001;45
8310;51;STONE;300000000;20001;60
8311;51;STONE;300000000;30000;31
8312;51;STONE;300000000;30000;45
8313;51;STONE;300000000;30000;60
8314;51;STONE;300000000;40000;31
8315;51;STONE;300000000;40000;45
8316;51;STONE;300000000;40000;60
8317;51;STONE;100000000;20001;61
8318;51;STONE;100000000;20001;75
8319;51;STONE;100000000;20001;90
8320;51;STONE;100000000;30000;61
8321;51;STONE;100000000;30000;75
8322;51;STONE;100000000;30000;90
8323;51;STONE;100000000;40000;61
8324;51;STONE;100000000;40000;75
8325;51;STONE;100000000;40000;90
8326;51;STONE;200000000;20001;61
8327;51;STONE;200000000;20001;75
8328;51;STONE;200000000;20001;90
8329;51;STONE;200000000;30000;61
8330;51;STONE;200000000;30000;75
8331;51;STONE;200000000;30000;90
8332;51;STONE;200000000;40000;61
8333;51;STONE;200000000;40000;75
8334;51;STONE;200000000;40000;90
8335;51;STONE;300000000;20001;61
8336;51;STONE;300000000;20001;75
8337;51;STONE;300000000;20001;90
8338;51;STONE;300000000;30000;61
8339;51;STONE;300000000;30000;75
8340;51;STONE;300000000;30000;90
8341;51;STONE;300000000;40000;61
8342;51;STONE;300000000;40000;75
8343;51;STONE;300000000;40000;90
8344;51;STONE;100000000;40001;1
8345;51;STONE;100000000;40001;15
8346;51;STONE;100000000;40001;30
8347;51;STONE;100000000;50000;1
8348;51;STONE;100000000;50000;15
8349;51;STONE;100000000;50000;30
8350;51;STONE;100000000;60000;1
8351;51;STONE;100000000;60000;15
8352;51;STONE;100000000;60000;30
8353;51;STONE;200000000;40001;1
8354;51;STONE;200000000;40001;15
8355;51;STONE;200000000;40001;30
8356;51;STONE;200000000;50000;1
8357;51;STONE;200000000;50000;15
8358;51;STONE;200000000;50000;30
8359;51;STONE;200000000;60000;1
8360;51;STONE;200000000;60000;15
8361;51;STONE;200000000;60000;30
8362;51;STONE;300000000;40001;1
8363;51;STONE;300000000;40001;15
8364;51;STONE;300000000;40001;30
8365;51;STONE;300000000;50000;1
8366;51;STONE;300000000;50000;15
8367;51;STONE;300000000;50000;30
8368;51;STONE;300000000;60000;1
8369;51;STONE;300000000;60000;15
8370;51;STONE;300000000;60000;30
8371;51;STONE;100000000;40001;31
8372;51;STONE;100000000;40001;45
8373;51;STONE;100000000;40001;60
8374;51;STONE;100000000;50000;31
8375;51;STONE;100000000;50000;45
8376;51;STONE;100000000;50000;60
8377;51;STONE;100000000;60000;31
8378;51;STONE;100000000;60000;45
8379;51;STONE;100000000;60000;60
8380;51;STONE;200000000;40001;31
8381;51;STONE;200000000;40001;45
8382;51;STONE;200000000;40001;60
8383;51;STONE;200000000;50000;31
8384;51;STONE;200000000;50000;45
8385;51;STONE;200000000;50000;60
8386;51;STONE;200000000;60000;31
8387;51;STONE;200000000;60000;45
8388;51;STONE;200000000;60000;60
8389;51;STONE;300000000;40001;31
8390;51;STONE;300000000;40001;45
8391;51;STONE;300000000;40001;60
8392;51;STONE;300000000;50000;31
8393;51;STONE;300000000;50000;45
8394;51;STONE;300000000;50000;60
8395;51;STONE;300000000;60000;31
8396;51;STONE;300000000;60000;45
8397;51;STONE;300000000;60000;60
8398;51;STONE;100000000;40001;61
8399;51;STONE;100000000;40001;75
8400;51;STONE;100000000;40001;90
8401;51;STONE;100000000;50000;61
8402;51;STONE;100000000;50000;75
8403;51;STONE;100000000;50000;90
8404;51;STONE;100000000;60000;61
8405;51;STONE;100000000;60000;75
8406;51;STONE;100000000;60000;90
8407;51;STONE;200000000;40001;61
8408;51;STONE;200000000;40001;75
8409;51;STONE;200000000;40001;90
8410;51;STONE;200000000;50000;61
8411;51;STONE;200000000;50000;75
8412;51;STONE;200000000;50000;90
8413;51;STONE;200000000;60000;61
8414;51;STONE;200000000;60000;75
8415;51;STONE;200000000;60000;90
8416;51;STONE;300000000;40001;61
8417;51;STONE;300000000;40001;75
8418;51;STONE;300000000;40001;90
8419;51;STONE;300000000;50000;61
8420;51;STONE;300000000;50000;75
8421;51;STONE;300000000;50000;90
8422;51;STONE;300000000;60000;61
8423;51;STONE;300000000;60000;75
8424;51;STONE;300000000;60000;90
8425;51;STONE_IRON;20;1;1
8426;51;STONE_IRON;20;1;15
8427;51;STONE_IRON;20;1;30
8428;51;STONE_IRON;20;10000;1
8429;51;STONE_IRON;20;10000;15
8430;51;STONE_IRON;20;10000;30
8431;51;STONE_IRON;20;20000;1
8432;51;STONE_IRON;20;20000;15
8433;51;STONE_IRON;20;20000;30
8434;51;STONE_IRON;510;1;1
8435;51;STONE_IRON;510;1;15
8436;51;STONE_IRON;510;1;30
8437;51;STONE_IRON;510;10000;1
8438;51;STONE_IRON;510;10000;15
8439;51;STONE_IRON;510;10000;30
8440;51;STONE_IRON;510;20000;1
8441;51;STONE_IRON;510;20000;15
8442;51;STONE_IRON;510;20000;30
8443;51;STONE_IRON;1000;1;1
8444;51;STONE_IRON;1000;1;15
8445;51;STONE_IRON;1000;1;30
8446;51;STONE_IRON;1000;10000;1
8447;51;STONE_IRON;1000;10000;15
8448;51;STONE_IRON;1000;10000;30
8449;51;STONE_IRON;1000;20000;1
8450;51;STONE_IRON;1000;20000;15
8451;51;STONE_IRON;1000;20000;30
8452;51;STONE_IRON;20;1;31
8453;51;STONE_IRON;20;1;45
8454;51;STONE_IRON;20;1;60
8455;51;STONE_IRON;20;10000;31
8456;51;STONE_IRON;20;10000;45
8457;51;STONE_IRON;20;10000;60
8458;51;STONE_IRON;20;20000;31
8459;51;STONE_IRON;20;20000;45
8460;51;STONE_IRON;20;20000;60
8461;51;STONE_IRON;510;1;31
8462;51;STONE_IRON;510;1;45
8463;51;STONE_IRON;510;1;60
8464;51;STONE_IRON;510;10000;31
8465;51;STONE_IRON;510;10000;45
8466;51;STONE_IRON;510;10000;60
8467;51;STONE_IRON;510;20000;31
8468;51;STONE_IRON;510;20000;45
8469;51;STONE_IRON;510;20000;60
8470;51;STONE_IRON;1000;1;31
8471;51;STONE_IRON;1000;1;45
8472;51;STONE_IRON;1000;1;60
8473;51;STONE_IRON;1000;10000;31
8474;51;STONE_IRON;1000;10000;45
8475;51;STONE_IRON;1000;10000;60
8476;51;STONE_IRON;1000;20000;31
8477;51;STONE_IRON;1000;20000;45
8478;51;STONE_IRON;1000;20000;60
8479;51;STONE_IRON;20;1;61
8480;51;STONE_IRON;20;1;75
8481;51;STONE_IRON;20;1;90
8482;51;STONE_IRON;20;10000;61
8483;51;STONE_IRON;20;10000;75
8484;51;STONE_IRON;20;10000;90
8485;51;STONE_IRON;20;20000;61
8486;51;STONE_IRON;20;20000;75
8487;51;STONE_IRON;20;20000;90
8488;51;STONE_IRON;510;1;61
8489;51;STONE_IRON;510;1;75
8490;51;STONE_IRON;510;1;90
8491;51;STONE_IRON;510;10000;61
8492;51;STONE_IRON;510;10000;75
8493;51;STONE_IRON;510;10000;90
8494;51;STONE_IRON;510;20000;61
8495;51;STONE_IRON;510;20000;75
8496;51;STONE_IRON;510;20000;90
8497;51;STONE_IRON;1000;1;61
8498;51;STONE_IRON;1000;1;75
8499;51;STONE_IRON;1000;1;90
8500;51;STONE_IRON;1000;10000;61
8501;51;STONE_IRON;1000;10000;75
8502;51;STONE_IRON;1000;10000;90
8503;51;STONE_IRON;1000;20000;61
8504;51;STONE_IRON;1000;20000;75
8505;51;STONE_IRON;1000;20000;90
8506;51;STONE_IRON;20;20001;1
8507;51;STONE_IRON;20;20001;15
8508;51;STONE_IRON;20;20001;30
8509;51;STONE_IRON;20;30000;1
8510;51;STONE_IRON;20;30000;15
8511;51;STONE_IRON;20;30000;30
8512;51;STONE_IRON;20;40000;1
8513;51;STONE_IRON;20;40000;15
8514;51;STONE_IRON;20;40000;30
